Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Miltefosine	10	StrainB3	125	Rep1	Plate_29_24hr_A13	0.1166	0.0166	0.951665243381725
Miltefosine	12	StrainB3	150	Rep1	Plate_29_24hr_A14	0.107	0.00699999999999999	0.968061485909479
Miltefosine	14	StrainB3	175	Rep1	Plate_29_24hr_A15	0.1177	0.0177	0.949786507258753
Miltefosine	16	StrainB3	200	Rep1	Plate_29_24hr_A16	0.0995	-5e-04	0.980871050384287
Miltefosine	18	StrainB3	225	Rep1	Plate_29_24hr_A17	0.1034	0.0034	0.974210076857387
Miltefosine	20	StrainB3	250	Rep1	Plate_29_24hr_A18	0.0978	-0.00220000000000001	0.983774551665243
Miltefosine	23.333	StrainB3	175	Rep1	Plate_29_24hr_A19	0.0944	-0.00560000000000001	0.989581554227156
Miltefosine	30	StrainB3	225	Rep1	Plate_29_24hr_A20	0.0928	-0.00720000000000001	0.992314261315115
Miltefosine	50	StrainB3	375	Rep1	Plate_29_24hr_A21	0.0919	-0.00810000000000001	0.993851409052092
Miltefosine	73.333	StrainB3	550	Rep1	Plate_29_24hr_A22	0.0925	-0.00750000000000001	0.992826643894108
Miltefosine	100	StrainB3	750	Rep1	Plate_29_24hr_A23	0.0929	-0.00710000000000001	0.992143467122118
Miltefosine	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_A24	0.0911	-0.00890000000000001	0.995217762596072
Pentamidine	0.05	StrainB3	25	Rep1	Plate_29_24hr_B1	0.4038	0.3038	0.461144321093083
Pentamidine	0.1	StrainB3	50	Rep1	Plate_29_24hr_B2	0.3081	0.2081	0.624594363791631
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_B3	0.3961	0.2961	0.474295473953886
Pentamidine	0.25	StrainB3	125	Rep1	Plate_29_24hr_B4	0.3206	0.2206	0.603245089666951
Pentamidine	0.5	StrainB3	250	Rep1	Plate_29_24hr_B5	0.3122	0.2122	0.617591801878736
Pentamidine	0.75	StrainB3	375	Rep1	Plate_29_24hr_B6	0.2683	0.1683	0.692570452604611
Pentamidine	1	StrainB3	500	Rep1	Plate_29_24hr_B7	0.2757	0.1757	0.679931682322801
Pentamidine	2	StrainB3	25	Rep1	Plate_29_24hr_B8	0.2534	0.1534	0.71801878736123
Pentamidine	4	StrainB3	50	Rep1	Plate_29_24hr_B9	0.2326	0.1326	0.753543979504697
Pentamidine	6	StrainB3	75	Rep1	Plate_29_24hr_B10	0.172	0.072	0.857045260461144
Pentamidine	8	StrainB3	100	Rep1	Plate_29_24hr_B11	0.178	0.078	0.846797608881298
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_B12	0.5176	0.4176	0.266780529461998
Pentamidine	10	StrainB3	125	Rep1	Plate_29_24hr_B13	0.2003	0.1003	0.808710503842869
Pentamidine	12	StrainB3	150	Rep1	Plate_29_24hr_B14	0.2002	0.1002	0.808881298035867
Pentamidine	14	StrainB3	175	Rep1	Plate_29_24hr_B15	0.1554	0.0554	0.885397096498719
Pentamidine	16	StrainB3	200	Rep1	Plate_29_24hr_B16	0.1728	0.0728	0.855678906917165
Pentamidine	18	StrainB3	225	Rep1	Plate_29_24hr_B17	0.1901	0.0901	0.826131511528608
Pentamidine	20	StrainB3	250	Rep1	Plate_29_24hr_B18	0.1679	0.0679	0.864047822374039
Pentamidine	23.333	StrainB3	175	Rep1	Plate_29_24hr_B19	0.1357	0.0357	0.919043552519214
Pentamidine	30	StrainB3	225	Rep1	Plate_29_24hr_B20	0.1339	0.0339	0.922117847993168
Pentamidine	50	StrainB3	375	Rep1	Plate_29_24hr_B21	0.1414	0.0414	0.90930828351836
Pentamidine	73.333	StrainB3	550	Rep1	Plate_29_24hr_B22	0.0992	-0.000800000000000009	0.981383432963279
Pentamidine	100	StrainB3	750	Rep1	Plate_29_24hr_B23	0.381	0.281	0.500085397096499
Pentamidine	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_B24	0.0938	-0.00620000000000001	0.990606319385141
Cloxiquine	0.05	StrainB3	25	Rep1	Plate_29_24hr_C1	0.4302	0.3302	0.416054654141759
Cloxiquine	0.1	StrainB3	50	Rep1	Plate_29_24hr_C2	0.4276	0.3276	0.420495303159693
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_C3	0.399	0.299	0.46934244235696
Cloxiquine	0.25	StrainB3	125	Rep1	Plate_29_24hr_C4	0.3783	0.2783	0.50469684030743
Cloxiquine	0.5	StrainB3	250	Rep1	Plate_29_24hr_C5	0.3484	0.2484	0.555764304013664
Cloxiquine	0.75	StrainB3	375	Rep1	Plate_29_24hr_C6	0.3683	0.2683	0.521776259607173
Cloxiquine	1	StrainB3	500	Rep1	Plate_29_24hr_C7	0.3931	0.2931	0.479419299743809
Cloxiquine	2	StrainB3	25	Rep1	Plate_29_24hr_C8	0.4137	0.3137	0.444235695986336
Cloxiquine	4	StrainB3	50	Rep1	Plate_29_24hr_C9	0.3667	0.2667	0.524508966695132
Cloxiquine	6	StrainB3	75	Rep1	Plate_29_24hr_C10	0.3654	0.2654	0.526729291204099
Cloxiquine	8	StrainB3	100	Rep1	Plate_29_24hr_C11	0.3159	0.2159	0.611272416737831
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_C12	0.3718	0.2718	0.515798462852263
Cloxiquine	10	StrainB3	125	Rep1	Plate_29_24hr_C13	0.1823	0.0823	0.839453458582408
Cloxiquine	12	StrainB3	150	Rep1	Plate_29_24hr_C14	0.1756	0.0756	0.850896669513237
Cloxiquine	14	StrainB3	175	Rep1	Plate_29_24hr_C15	0.1258	0.0258	0.935952177625961
Cloxiquine	16	StrainB3	200	Rep1	Plate_29_24hr_C16	0.1116	0.0116	0.960204953031597
Cloxiquine	18	StrainB3	225	Rep1	Plate_29_24hr_C17	0.1106	0.0106	0.961912894961571
Cloxiquine	20	StrainB3	250	Rep1	Plate_29_24hr_C18	0.099	-0.001	0.981725021349274
Cloxiquine	23.333	StrainB3	175	Rep1	Plate_29_24hr_C19	0.0973	-0.00270000000000001	0.984628522630231
Cloxiquine	30	StrainB3	225	Rep1	Plate_29_24hr_C20	0.0922	-0.0078	0.9933390264731
Cloxiquine	50	StrainB3	375	Rep1	Plate_29_24hr_C21	0.0915	-0.00850000000000001	0.994534585824082
Cloxiquine	73.333	StrainB3	550	Rep1	Plate_29_24hr_C22	0.0921	-0.0079	0.993509820666097
Cloxiquine	100	StrainB3	750	Rep1	Plate_29_24hr_C23	0.0908	-0.0092	0.995730145175064
Cloxiquine	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_C24	0.1061	0.00609999999999999	0.969598633646456
Disulfiram	0.05	StrainB3	25	Rep1	Plate_29_24hr_D1	0.4277	0.3277	0.420324508966695
Disulfiram	0.1	StrainB3	50	Rep1	Plate_29_24hr_D2	0.4067	0.3067	0.456191289496157
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_D3	0.4154	0.3154	0.44133219470538
Disulfiram	0.25	StrainB3	125	Rep1	Plate_29_24hr_D4	0.4112	0.3112	0.448505550811272
Disulfiram	0.5	StrainB3	250	Rep1	Plate_29_24hr_D5	0.417	0.317	0.438599487617421
Disulfiram	0.75	StrainB3	375	Rep1	Plate_29_24hr_D6	0.3748	0.2748	0.51067463706234
Disulfiram	1	StrainB3	500	Rep1	Plate_29_24hr_D7	0.4328	0.3328	0.411614005123826
Disulfiram	2	StrainB3	25	Rep1	Plate_29_24hr_D8	0.3369	0.2369	0.575405636208369
Disulfiram	4	StrainB3	50	Rep1	Plate_29_24hr_D9	0.1485	0.0485	0.897181895815542
Disulfiram	6	StrainB3	75	Rep1	Plate_29_24hr_D10	0.0938	-0.00620000000000001	0.990606319385141
Disulfiram	8	StrainB3	100	Rep1	Plate_29_24hr_D11	0.0953	-0.00470000000000001	0.988044406490179
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_D12	0.4205	0.3205	0.432621690862511
Disulfiram	10	StrainB3	125	Rep1	Plate_29_24hr_D13	0.1113	0.0113	0.960717335610589
Disulfiram	12	StrainB3	150	Rep1	Plate_29_24hr_D14	0.0943	-0.00570000000000001	0.989752348420154
Disulfiram	14	StrainB3	175	Rep1	Plate_29_24hr_D15	0.0944	-0.00560000000000001	0.989581554227156
Disulfiram	16	StrainB3	200	Rep1	Plate_29_24hr_D16	0.0975	-0.0025	0.984286934244236
Disulfiram	18	StrainB3	225	Rep1	Plate_29_24hr_D17	0.1006	0.000599999999999989	0.978992314261315
Disulfiram	20	StrainB3	250	Rep1	Plate_29_24hr_D18	0.0915	-0.00850000000000001	0.994534585824082
Disulfiram	23.333	StrainB3	175	Rep1	Plate_29_24hr_D19	0.092	-0.00800000000000001	0.993680614859095
Disulfiram	30	StrainB3	225	Rep1	Plate_29_24hr_D20	0.0904	-0.00960000000000001	0.996413321947054
Disulfiram	50	StrainB3	375	Rep1	Plate_29_24hr_D21	0.0908	-0.0092	0.995730145175064
Disulfiram	73.333	StrainB3	550	Rep1	Plate_29_24hr_D22	0.092	-0.00800000000000001	0.993680614859095
Disulfiram	100	StrainB3	750	Rep1	Plate_29_24hr_D23	0.0924	-0.00760000000000001	0.992997438087105
Disulfiram	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_D24	0.1662	0.0662	0.866951323654996
Terbinafine	0.05	StrainB3	25	Rep1	Plate_29_24hr_E1	0.3854	0.2854	0.492570452604612
Terbinafine	0.1	StrainB3	50	Rep1	Plate_29_24hr_E2	0.4228	0.3228	0.42869342442357
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_E3	0.3218	0.2218	0.601195559350982
Terbinafine	0.25	StrainB3	125	Rep1	Plate_29_24hr_E4	0.2665	0.1665	0.695644748078565
Terbinafine	0.5	StrainB3	250	Rep1	Plate_29_24hr_E5	0.1113	0.0113	0.960717335610589
Terbinafine	0.75	StrainB3	375	Rep1	Plate_29_24hr_E6	0.0944	-0.00560000000000001	0.989581554227156
Terbinafine	1	StrainB3	500	Rep1	Plate_29_24hr_E7	0.0949	-0.00510000000000001	0.988727583262169
Terbinafine	2	StrainB3	25	Rep1	Plate_29_24hr_E8	0.1002	0.000199999999999992	0.979675491033305
Terbinafine	4	StrainB3	50	Rep1	Plate_29_24hr_E9	0.0992	-0.000800000000000009	0.981383432963279
Terbinafine	6	StrainB3	75	Rep1	Plate_29_24hr_E10	0.0999	-0.000100000000000003	0.980187873612297
Terbinafine	8	StrainB3	100	Rep1	Plate_29_24hr_E11	0.0904	-0.00960000000000001	0.996413321947054
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_E12	0.3574	0.2574	0.540392826643894
Terbinafine	10	StrainB3	125	Rep1	Plate_29_24hr_E13	0.0958	-0.00420000000000001	0.987190435525192
Terbinafine	12	StrainB3	150	Rep1	Plate_29_24hr_E14	0.0963	-0.00370000000000001	0.986336464560205
Terbinafine	14	StrainB3	175	Rep1	Plate_29_24hr_E15	0.0943	-0.00570000000000001	0.989752348420154
Terbinafine	16	StrainB3	200	Rep1	Plate_29_24hr_E16	0.0961	-0.0039	0.9866780529462
Terbinafine	18	StrainB3	225	Rep1	Plate_29_24hr_E17	0.0979	-0.0021	0.983603757472246
Terbinafine	20	StrainB3	250	Rep1	Plate_29_24hr_E18	0.0925	-0.00750000000000001	0.992826643894108
Terbinafine	23.333	StrainB3	175	Rep1	Plate_29_24hr_E19	0.0947	-0.0053	0.989069171648164
Terbinafine	30	StrainB3	225	Rep1	Plate_29_24hr_E20	0.0903	-0.0097	0.996584116140051
Terbinafine	50	StrainB3	375	Rep1	Plate_29_24hr_E21	0.0933	-0.00670000000000001	0.991460290350128
Terbinafine	73.333	StrainB3	550	Rep1	Plate_29_24hr_E22	0.0933	-0.00670000000000001	0.991460290350128
Terbinafine	100	StrainB3	750	Rep1	Plate_29_24hr_E23	0.0921	-0.0079	0.993509820666097
Terbinafine	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_E24	0.0935	-0.00650000000000001	0.991118701964133
Triclabendazole	0.05	StrainB3	25	Rep1	Plate_29_24hr_F1	0.4587	0.3587	0.367378309137489
Triclabendazole	0.1	StrainB3	50	Rep1	Plate_29_24hr_F2	0.3786	0.2786	0.504184457728437
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_F3	0.4361	0.3361	0.40597779675491
Triclabendazole	0.25	StrainB3	125	Rep1	Plate_29_24hr_F4	0.3743	0.2743	0.511528608027327
Triclabendazole	0.5	StrainB3	250	Rep1	Plate_29_24hr_F5	0.2788	0.1788	0.674637062339881
Triclabendazole	0.75	StrainB3	375	Rep1	Plate_29_24hr_F6	0.1752	0.0752	0.851579846285226
Triclabendazole	1	StrainB3	500	Rep1	Plate_29_24hr_F7	0.1661	0.0661	0.867122117847993
Triclabendazole	2	StrainB3	25	Rep1	Plate_29_24hr_F8	0.1621	0.0621	0.873953885567891
Triclabendazole	4	StrainB3	50	Rep1	Plate_29_24hr_F9	0.1095	0.00949999999999999	0.963791631084543
Triclabendazole	6	StrainB3	75	Rep1	Plate_29_24hr_F10	0.0973	-0.00270000000000001	0.984628522630231
Triclabendazole	8	StrainB3	100	Rep1	Plate_29_24hr_F11	0.0903	-0.0097	0.996584116140051
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_F12	0.4692	0.3692	0.349444918872758
Triclabendazole	10	StrainB3	125	Rep1	Plate_29_24hr_F13	0.096	-0.004	0.986848847139197
Triclabendazole	12	StrainB3	150	Rep1	Plate_29_24hr_F14	0.093	-0.00700000000000001	0.99197267292912
Triclabendazole	14	StrainB3	175	Rep1	Plate_29_24hr_F15	0.0932	-0.0068	0.991631084543126
Triclabendazole	16	StrainB3	200	Rep1	Plate_29_24hr_F16	0.0958	-0.00420000000000001	0.987190435525192
Triclabendazole	18	StrainB3	225	Rep1	Plate_29_24hr_F17	0.0967	-0.00330000000000001	0.985653287788215
Triclabendazole	20	StrainB3	250	Rep1	Plate_29_24hr_F18	0.0978	-0.00220000000000001	0.983774551665243
Triclabendazole	23.333	StrainB3	175	Rep1	Plate_29_24hr_F19	0.0926	-0.0074	0.99265584970111
Triclabendazole	30	StrainB3	225	Rep1	Plate_29_24hr_F20	0.1095	0.00949999999999999	0.963791631084543
Triclabendazole	50	StrainB3	375	Rep1	Plate_29_24hr_F21	0.144	0.044	0.904867634500427
Triclabendazole	73.333	StrainB3	550	Rep1	Plate_29_24hr_F22	0.1601	0.0601	0.87736976942784
Triclabendazole	100	StrainB3	750	Rep1	Plate_29_24hr_F23	0.2124	0.1124	0.788044406490179
Triclabendazole	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_F24	0.2573	0.1573	0.71135781383433
OSU-03012	0.05	StrainB3	25	Rep1	Plate_29_24hr_G1	0.3912	0.2912	0.48266438941076
OSU-03012	0.1	StrainB3	50	Rep1	Plate_29_24hr_G2	0.2412	0.1412	0.738855678906917
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_G3	0.3874	0.2874	0.489154568744663
OSU-03012	0.25	StrainB3	125	Rep1	Plate_29_24hr_G4	0.3182	0.2182	0.60734415029889
OSU-03012	0.5	StrainB3	250	Rep1	Plate_29_24hr_G5	0.45	0.35	0.382237403928267
OSU-03012	0.75	StrainB3	375	Rep1	Plate_29_24hr_G6	0.4918	0.3918	0.310845431255337
OSU-03012	1	StrainB3	500	Rep1	Plate_29_24hr_G7	0.5492	0.4492	0.212809564474808
OSU-03012	2	StrainB3	25	Rep1	Plate_29_24hr_G8	0.5104	0.4104	0.279077711357814
OSU-03012	4	StrainB3	50	Rep1	Plate_29_24hr_G9	0.1457	0.0457	0.901964133219471
OSU-03012	6	StrainB3	75	Rep1	Plate_29_24hr_G10	0.0906	-0.00940000000000001	0.996071733561059
OSU-03012	8	StrainB3	100	Rep1	Plate_29_24hr_G11	0.0908	-0.0092	0.995730145175064
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_G12	0.3847	0.2847	0.493766011955594
OSU-03012	10	StrainB3	125	Rep1	Plate_29_24hr_G13	0.0971	-0.0029	0.984970111016225
OSU-03012	12	StrainB3	150	Rep1	Plate_29_24hr_G14	0.0937	-0.0063	0.990777113578138
OSU-03012	14	StrainB3	175	Rep1	Plate_29_24hr_G15	0.0961	-0.0039	0.9866780529462
OSU-03012	16	StrainB3	200	Rep1	Plate_29_24hr_G16	0.0963	-0.00370000000000001	0.986336464560205
OSU-03012	18	StrainB3	225	Rep1	Plate_29_24hr_G17	0.0967	-0.00330000000000001	0.985653287788215
OSU-03012	20	StrainB3	250	Rep1	Plate_29_24hr_G18	0.0941	-0.0059	0.990093936806149
OSU-03012	23.333	StrainB3	175	Rep1	Plate_29_24hr_G19	0.0998	-0.000200000000000006	0.980358667805295
OSU-03012	30	StrainB3	225	Rep1	Plate_29_24hr_G20	0.1038	0.0038	0.973526900085397
OSU-03012	50	StrainB3	375	Rep1	Plate_29_24hr_G21	0.1056	0.00559999999999999	0.970452604611443
OSU-03012	73.333	StrainB3	550	Rep1	Plate_29_24hr_G22	0.1815	0.0815	0.840819812126388
OSU-03012	100	StrainB3	750	Rep1	Plate_29_24hr_G23	0.11	0.01	0.962937660119556
OSU-03012	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_G24	0.126	0.026	0.935610589239966
Nitroxiline	0.05	StrainB3	25	Rep1	Plate_29_24hr_H1	0.4272	0.3272	0.421178479931682
Nitroxiline	0.1	StrainB3	50	Rep1	Plate_29_24hr_H2	0.3534	0.2534	0.547224594363792
DMSO-1000	0	StrainB3	1000	Rep1	Plate_29_24hr_H3	0.388	0.288	0.488129803586678
Nitroxiline	0.25	StrainB3	125	Rep1	Plate_29_24hr_H4	0.3788	0.2788	0.503842869342442
Nitroxiline	0.5	StrainB3	250	Rep1	Plate_29_24hr_H5	0.3486	0.2486	0.555422715627669
Nitroxiline	0.75	StrainB3	375	Rep1	Plate_29_24hr_H6	0.4264	0.3264	0.422544833475662
Nitroxiline	1	StrainB3	500	Rep1	Plate_29_24hr_H7	0.663	0.563	0.0184457728437232
Nitroxiline	2	StrainB3	25	Rep1	Plate_29_24hr_H8	0.2296	0.1296	0.75866780529462
Nitroxiline	4	StrainB3	50	Rep1	Plate_29_24hr_H9	0.1005	5e-04	0.979163108454313
Nitroxiline	6	StrainB3	75	Rep1	Plate_29_24hr_H10	0.0946	-0.0054	0.989239965841161
Nitroxiline	8	StrainB3	100	Rep1	Plate_29_24hr_H11	0.0911	-0.00890000000000001	0.995217762596072
DMSO-500	0	StrainB3	500	Rep1	Plate_29_24hr_H12	0.3656	0.2656	0.526387702818104
Nitroxiline	10	StrainB3	125	Rep1	Plate_29_24hr_H13	0.0965	-0.0035	0.98599487617421
Nitroxiline	12	StrainB3	150	Rep1	Plate_29_24hr_H14	0.0955	-0.0045	0.987702818104184
Nitroxiline	14	StrainB3	175	Rep1	Plate_29_24hr_H15	0.094	-0.00600000000000001	0.990264730999146
Nitroxiline	16	StrainB3	200	Rep1	Plate_29_24hr_H16	0.0945	-0.0055	0.989410760034159
Nitroxiline	18	StrainB3	225	Rep1	Plate_29_24hr_H17	0.092	-0.00800000000000001	0.993680614859095
Nitroxiline	20	StrainB3	250	Rep1	Plate_29_24hr_H18	0.091	-0.00900000000000001	0.995388556789069
Nitroxiline	23.333	StrainB3	175	Rep1	Plate_29_24hr_H19	0.0916	-0.0084	0.994363791631085
Nitroxiline	30	StrainB3	225	Rep1	Plate_29_24hr_H20	0.0939	-0.00610000000000001	0.990435525192144
Nitroxiline	50	StrainB3	375	Rep1	Plate_29_24hr_H21	0.0905	-0.00950000000000001	0.996242527754056
Nitroxiline	73.333	StrainB3	550	Rep1	Plate_29_24hr_H22	0.091	-0.00900000000000001	0.995388556789069
Nitroxiline	100	StrainB3	750	Rep1	Plate_29_24hr_H23	0.0899	-0.0101	0.997267292912041
Nitroxiline	133.3	StrainB3	999.75	Rep1	Plate_29_24hr_H24	0.1034	0.0034	0.974210076857387
Broxyquinolone	0.10003	StrainB3	250	Rep1	Plate_29_24hr_I1	0.5654	0.4654	0.185140905209223
Broxyquinolone	0.05	StrainB3	25	Rep1	Plate_29_24hr_I2	0.3624	0.2624	0.531853116994022
DMSO-100	0	StrainB3	100	Rep1	Plate_29_24hr_I3	0.3966	0.2966	0.473441502988898
Broxyquinolone	0.1	StrainB3	50	Rep1	Plate_29_24hr_I4	0.404	0.304	0.460802732707088
Broxyquinolone	0.25	StrainB3	125	Rep1	Plate_29_24hr_I5	0.103	0.00299999999999999	0.974893253629377
Broxyquinolone	0.5	StrainB3	250	Rep1	Plate_29_24hr_I6	0.0908	-0.0092	0.995730145175064
Broxyquinolone	0.75	StrainB3	375	Rep1	Plate_29_24hr_I7	0.0929	-0.00710000000000001	0.992143467122118
Broxyquinolone	1	StrainB3	500	Rep1	Plate_29_24hr_I8	0.0951	-0.0049	0.988385994876174
Broxyquinolone	2	StrainB3	25	Rep1	Plate_29_24hr_I9	0.0928	-0.00720000000000001	0.992314261315115
Broxyquinolone	4	StrainB3	50	Rep1	Plate_29_24hr_I10	0.0917	-0.0083	0.994192997438087
Broxyquinolone	6	StrainB3	75	Rep1	Plate_29_24hr_I11	0.0912	-0.0088	0.995046968403074
DMSO-250	0	StrainB3	250	Rep1	Plate_29_24hr_I12	0.4828	0.3828	0.326216908625107
Broxyquinolone	8	StrainB3	100	Rep1	Plate_29_24hr_I13	0.0942	-0.0058	0.989923142613151
Broxyquinolone	10	StrainB3	125	Rep1	Plate_29_24hr_I14	0.0941	-0.0059	0.990093936806149
Broxyquinolone	12	StrainB3	150	Rep1	Plate_29_24hr_I15	0.094	-0.00600000000000001	0.990264730999146
Broxyquinolone	14	StrainB3	175	Rep1	Plate_29_24hr_I16	0.0948	-0.00520000000000001	0.988898377455167
Broxyquinolone	16	StrainB3	200	Rep1	Plate_29_24hr_I17	0.0943	-0.00570000000000001	0.989752348420154
Broxyquinolone	18	StrainB3	225	Rep1	Plate_29_24hr_I18	0.0933	-0.00670000000000001	0.991460290350128
Broxyquinolone	20	StrainB3	250	Rep1	Plate_29_24hr_I19	0.0928	-0.00720000000000001	0.992314261315115
Broxyquinolone	23.333	StrainB3	175	Rep1	Plate_29_24hr_I20	0.0945	-0.0055	0.989410760034159
Broxyquinolone	30	StrainB3	225	Rep1	Plate_29_24hr_I21	0.1011	0.00109999999999999	0.978138343296328
Broxyquinolone	50	StrainB3	375	Rep1	Plate_29_24hr_I22	0.1283	0.0283	0.931682322801025
Broxyquinolone	70	StrainB3	525	Rep1	Plate_29_24hr_I23	0.1367	0.0367	0.91733561058924
Broxyquinolone	100	StrainB3	750	Rep1	Plate_29_24hr_I24	0.1754	0.0754	0.851238257899231
Micafungin	0.01	StrainB3	25	Rep1	Plate_29_24hr_J1	0.1856	0.0856	0.833817250213493
Micafungin	0.05002	StrainB3	125	Rep1	Plate_29_24hr_J2	0.1235	0.0235	0.939880444064902
DMSO-100	0	StrainB3	100	Rep1	Plate_29_24hr_J3	0.3829	0.2829	0.496840307429547
Micafungin	0.10003	StrainB3	250	Rep1	Plate_29_24hr_J4	0.112	0.012	0.959521776259607
Micafungin	0.05	StrainB3	25	Rep1	Plate_29_24hr_J5	0.2358	0.1358	0.748078565328779
Micafungin	0.1	StrainB3	50	Rep1	Plate_29_24hr_J6	0.1274	0.0274	0.933219470538002
Micafungin	0.2	StrainB3	100	Rep1	Plate_29_24hr_J7	0.113	0.013	0.957813834329633
Micafungin	0.35	StrainB3	175	Rep1	Plate_29_24hr_J8	0.1221	0.0221	0.942271562766866
Micafungin	0.5	StrainB3	250	Rep1	Plate_29_24hr_J9	0.1349	0.0349	0.920409906063194
Micafungin	0.65	StrainB3	325	Rep1	Plate_29_24hr_J10	0.1107	0.0107	0.961742100768574
Micafungin	0.75	StrainB3	375	Rep1	Plate_29_24hr_J11	0.1103	0.0103	0.962425277540564
DMSO-250	0	StrainB3	250	Rep1	Plate_29_24hr_J12	0.4515	0.3515	0.379675491033305
Micafungin	1	StrainB3	500	Rep1	Plate_29_24hr_J13	0.111	0.011	0.961229718189582
Micafungin	2	StrainB3	25	Rep1	Plate_29_24hr_J14	0.1193	0.0193	0.947053800170794
Micafungin	4	StrainB3	50	Rep1	Plate_29_24hr_J15	0.1062	0.0062	0.969427839453459
Micafungin	6	StrainB3	75	Rep1	Plate_29_24hr_J16	0.0973	-0.00270000000000001	0.984628522630231
Micafungin	10	StrainB3	125	Rep1	Plate_29_24hr_J17	0.0958	-0.00420000000000001	0.987190435525192
Micafungin	12	StrainB3	150	Rep1	Plate_29_24hr_J18	0.0926	-0.0074	0.99265584970111
Micafungin	16	StrainB3	200	Rep1	Plate_29_24hr_J19	0.0951	-0.0049	0.988385994876174
Micafungin	20	StrainB3	250	Rep1	Plate_29_24hr_J20	0.098	-0.002	0.983432963279248
Micafungin	24	StrainB3	300	Rep1	Plate_29_24hr_J21	0.0954	-0.00460000000000001	0.987873612297182
Micafungin	30	StrainB3	225	Rep1	Plate_29_24hr_J22	0.0962	-0.00380000000000001	0.986507258753202
Micafungin	50	StrainB3	375	Rep1	Plate_29_24hr_J23	0.0942	-0.0058	0.989923142613151
Micafungin	100	StrainB3	750	Rep1	Plate_29_24hr_J24	0.108	0.00799999999999999	0.966353543979505
Caspofungin	0.05	StrainB3	25	Rep1	Plate_29_24hr_K1	0.444	0.344	0.392485055508113
Caspofungin	0.1	StrainB3	50	Rep1	Plate_29_24hr_K2	0.3945	0.2945	0.477028181041845
DMSO-100	0	StrainB3	100	Rep1	Plate_29_24hr_K3	0.4211	0.3211	0.431596925704526
Caspofungin	0.25	StrainB3	125	Rep1	Plate_29_24hr_K4	0.3778	0.2778	0.505550811272417
Caspofungin	0.5	StrainB3	250	Rep1	Plate_29_24hr_K5	0.1189	0.0189	0.947736976942784
Caspofungin	0.75	StrainB3	375	Rep1	Plate_29_24hr_K6	0.1295	0.0295	0.929632792485055
Caspofungin	1	StrainB3	500	Rep1	Plate_29_24hr_K7	0.1076	0.0076	0.967036720751494
Caspofungin	1.5	StrainB3	25	Rep1	Plate_29_24hr_K8	0.1139	0.0139	0.956276686592656
Caspofungin	3	StrainB3	50	Rep1	Plate_29_24hr_K9	0.1442	0.0442	0.904526046114432
Caspofungin	4.5	StrainB3	75	Rep1	Plate_29_24hr_K10	0.1584	0.0584	0.880273270708796
Caspofungin	6	StrainB3	100	Rep1	Plate_29_24hr_K11	0.1458	0.0458	0.901793339026473
DMSO-250	0	StrainB3	250	Rep1	Plate_29_24hr_K12	0.405	0.305	0.459094790777114
Caspofungin	7.5	StrainB3	125	Rep1	Plate_29_24hr_K13	0.1342	0.0342	0.921605465414176
Caspofungin	9	StrainB3	150	Rep1	Plate_29_24hr_K14	0.1389	0.0389	0.913578138343296
Caspofungin	12	StrainB3	200	Rep1	Plate_29_24hr_K15	0.1398	0.0398	0.912040990606319
Caspofungin	15	StrainB3	250	Rep1	Plate_29_24hr_K16	0.1287	0.0287	0.930999146029035
Caspofungin	18	StrainB3	300	Rep1	Plate_29_24hr_K17	0.121	0.021	0.944150298889838
Caspofungin	21	StrainB3	350	Rep1	Plate_29_24hr_K18	0.1262	0.0262	0.935269000853971
Caspofungin	24	StrainB3	400	Rep1	Plate_29_24hr_K19	0.1173	0.0173	0.950469684030743
Caspofungin	30	StrainB3	500	Rep1	Plate_29_24hr_K20	0.1054	0.00539999999999999	0.970794192997438
Caspofungin	42	StrainB3	700	Rep1	Plate_29_24hr_K21	0.0945	-0.0055	0.989410760034159
Caspofungin	51	StrainB3	850	Rep1	Plate_29_24hr_K22	0.0988	-0.00120000000000001	0.982066609735269
Caspofungin	60	StrainB3	1000	Rep1	Plate_29_24hr_K23	0.098	-0.002	0.983432963279248
